,Elevation,Inflow,Outflow,AvgRainFall,Summary
107,185.74,91.0321777766431,399.4444444444444,0.0,
108,185.7,77.267911111881,385.27777777777777,0.0,
109,185.68,66.14596666637632,220.00000000000003,0.0,
110,185.68,165.27777777777777,165.27777777777777,0.0,
111,185.67,68.66626388895382,145.55555555555554,0.0,
112,185.66,50.91363611097928,127.77777777777777,0.0,
113,185.66,140.0,140.0,0.0,
114,185.66,128.88888888888889,128.88888888888889,0.0,
115,185.65,50.383230554721706,127.22222222222223,0.0,
116,185.65,134.44444444444446,134.44444444444446,0.0,
117,185.65,113.61111111111111,113.61111111111111,0.0,
118,185.65,107.22222222222223,107.22222222222223,0.0,
119,185.65,119.72222222222223,119.72222222222223,0.0,
120,185.65,87.77777777777777,87.77777777777777,0.0,
121,185.65,80.27777777777777,80.27777777777777,0.0,
122,185.65,87.22222222222223,87.22222222222223,0.0,
123,185.66,160.7278805563894,83.88888888888889,0.0,
124,185.66,72.5,72.5,0.0,
125,185.66,100.55555555555556,100.55555555555556,0.0,
126,185.67,189.3641416667985,112.5,0.0,
127,185.66,113.41363611097928,190.27777777777777,0.0,
128,185.65,88.71656388805502,165.55555555555554,0.0,
129,185.64,37.07504722321271,113.88888888888889,0.0,
130,185.64,139.44444444444446,139.44444444444446,0.0,
131,185.64,145.27777777777777,145.27777777777777,0.0,
132,185.63,67.933530555844,144.72222222222223,0.0,
133,185.62,33.236458333425006,110.0,0.0,
134,185.62,150.83333333333331,150.83333333333331,0.0,
135,185.62,129.72222222222223,129.72222222222223,0.0,
136,185.62,152.5,152.5,0.0,
137,185.61,65.4838305549452,142.22222222222223,0.0,
138,185.61,117.5,117.5,0.0,
139,185.61,99.16666666666667,99.16666666666667,0.0,
140,185.6,54.12009166687007,130.83333333333331,0.0,
141,185.6,134.72222222222223,134.72222222222223,0.0,
142,185.6,136.94444444444446,136.94444444444446,0.0,
143,185.6,110.0,110.0,0.0,
144,185.59,50.81190833283472,127.5,0.0,
145,185.59,102.5,102.5,0.0,
146,185.59,114.44444444444444,114.44444444444444,0.0,
147,185.59,149.44444444444446,149.44444444444446,0.0,
148,185.58,64.72594722253739,141.38888888888889,0.0,
149,185.57,37.2510972228459,113.88888888888889,0.0,
150,185.57,134.44444444444446,134.44444444444446,0.0,
151,185.56,142.55402499941638,219.16666666666669,0.0,
152,185.54,50.183500000263564,203.33333333333334,0.0,
153,185.53,52.351697222058846,128.88888888888889,0.0,
154,185.52,135.98795833297316,212.49999999999997,0.0,
155,185.5,117.05136666636665,270.0,0.0,
156,185.48,15.763077778711818,168.61111111111111,0.0,
157,185.47,78.6137083335052,155.0,0.0,
158,185.47,143.33333333333331,143.33333333333331,0.0,
159,185.46,67.52774722118677,143.88888888888889,0.0,
160,185.45,116.99734166745557,193.33333333333334,0.0,
161,185.44,174.52249166624824,250.83333333333334,0.0,
162,185.41,49.273930556151356,278.05555555555554,0.0,
163,185.38,82.8336138877138,311.38888888888886,0.0,
164,185.35,-0.828924998903716,227.50000000000003,0.0,
165,185.34,183.107324999635,259.16666666666663,0.0,
166,185.33,60.63247500044885,136.66666666666669,0.0,
167,185.32,70.9354027770193,146.94444444444446,0.0,
168,185.32,122.5,122.5,0.0,
169,185.31,43.73833055561083,119.7222222222222,0.0,
170,185.31,108.88888888888889,108.88888888888889,0.0,
171,185.31,98.88888888888889,98.88888888888889,0.0,
172,185.31,94.72222222222223,94.72222222222223,0.0,
173,185.31,135.83333333333331,135.83333333333331,0.0,
174,185.3,55.15236944430298,131.11111111111111,0.0,
175,185.29,141.56640833299514,217.50000000000003,0.0,
176,185.28,112.70266944492,188.61111111111111,0.0,
177,185.27,53.56115277805658,129.44444444444446,0.0,
178,185.26,67.4751916667487,143.33333333333334,0.0,
179,185.25,100.55589722210745,176.38888888888886,0.0,
180,185.25,118.61111111111111,118.61111111111111,0.0,
181,185.23,20.131688888069135,171.72222222222223,0.0,
182,185.22,98.46245833363885,174.22,0.0,
183,185.21,97.93760833445263,173.67,0.0,
184,185.2,72.12275833274003,147.82999999999998,0.0,
185,185.19,63.53790833355383,139.22,0.0,
186,185.18,92.17305833335709,167.83,0.0,
187,185.18,126.17,126.17,0.0,
188,185.17,99.42820833316031,175.06,0.0,
189,185.16,16.393358332963544,92.0,0.0,
190,185.15,73.91850833276678,149.5,0.0,
191,185.15,101.72,101.72,0.0,
192,185.14,46.16588055681335,121.72222222222223,0.0,
193,185.14,122.55555555555556,122.55555555555556,0.0,
194,185.13,73.9688083333838,149.5,0.0,
195,185.12,43.993958333187024,119.49999999999999,0.0,
196,185.11,31.796886110768042,107.27777777777777,0.0,
197,185.1,55.433147221682404,130.88888888888889,0.0,
198,185.11,187.73351944498427,112.27777777777777,0.0,
199,185.1,149.87759166612688,225.33333333333337,0.0,
200,185.09,97.45829722249618,172.88888888888889,0.0,
201,185.08,74.15011388896608,149.55555555555554,0.0,
202,185.06,64.37567777835244,215.11111111111111,0.0,
203,185.05,142.55889722170912,217.88888888888889,0.0,
204,185.04,110.91738055585628,186.22222222222226,0.0,
205,185.02,44.021322222233266,194.55555555555551,0.0,
206,185.0,81.89969999922405,232.33333333333334,0.0,
207,184.99,93.26535277861049,168.44444444444446,0.0,
208,184.97,23.439488888953463,173.72222222222223,0.0,
209,184.96,65.0074694436763,140.11111111111111,0.0,
210,184.95,132.81039722226785,207.88888888888889,0.0,
211,184.94,90.89110277762667,165.94444444444446,0.0,
212,184.92,86.62,133.7222222222222,0.0,
213,184.92,94.83333333333333,94.83333333333333,0.0,
214,184.92,124.55555555555556,124.55555555555556,0.0,
215,184.91,70.68877499976388,145.66666666666669,0.0,
216,184.9,23.49170277835543,98.44444444444444,0.0,
217,184.9,86.5,86.5,0.0,
218,184.9,74.27777777777777,74.27777777777777,0.0,
219,184.9,75.66666666666666,75.66666666666666,0.0,
220,184.9,81.77777777777777,81.77777777777777,0.0,
221,184.91,160.89718611053345,85.94444444444444,0.0,
222,184.9,60.436147222799875,135.38888888888889,0.0,
223,184.9,125.66666666666667,125.66666666666667,0.0,
224,184.89,114.07240833270367,189.0,0.0,
225,184.89,165.88888888888889,165.88888888888889,0.0,
226,184.87,49.498044444615914,199.27777777777777,0.0,
227,184.86,65.81452499979058,140.66666666666666,0.0,
228,184.85,79.17300833393772,154.0,0.0,
229,184.83,144.14368888849683,293.72222222222223,0.0,
230,184.78,12.7160138890128,386.22222222222223,0.0,
231,184.74,66.75884444443767,365.1111111111111,0.0,
232,184.73,60.58591944420348,135.11111111111111,0.0,
233,184.72,65.611069444512,140.11111111111111,0.0,
234,184.71,80.35844166653743,154.83333333333331,0.0,
235,184.71,104.27777777777777,104.27777777777777,0.0,
236,184.71,131.77777777777777,131.77777777777777,0.0,
237,184.71,110.38888888888889,110.38888888888889,0.0,
238,184.7,23.99470277846234,98.44444444444444,0.0,
239,184.69,52.908741666143925,127.33333333333333,0.0,
240,184.69,64.27777777777777,64.27777777777777,0.0,
241,184.69,66.5,66.5,0.0,
242,184.7,137.0357027783005,62.611111111111114,0.0,
243,184.7,83.72222222222223,83.72222222222223,0.0,
244,184.7,95.94444444444444,95.94444444444444,0.0,
245,184.7,85.38888888888889,85.38888888888889,0.0,
246,184.7,67.61111111111111,67.61111111111111,0.0,
247,184.7,88.44444444444446,88.44444444444446,0.0,
248,184.69,9.51985277725504,83.94444444444444,0.0,
249,184.69,94.77777777777777,94.77777777777777,0.0,
250,184.69,109.77777777777777,109.77777777777777,0.0,
251,184.69,99.77777777777777,99.77777777777777,0.0,
252,184.68,36.48944722251326,110.88888888888889,0.0,
253,184.68,83.38888888888889,83.38888888888889,0.0,
254,184.67,27.903486110194834,102.27777777777777,0.0,
255,184.66,32.37308055646362,106.72222222222223,0.0,
256,184.66,82.83333333333334,82.83333333333334,0.0,
257,184.66,100.61111111111111,100.61111111111111,0.0,
258,184.65,55.17600833303409,129.5,0.0,
259,184.65,118.38888888888889,118.38888888888889,0.0,
260,184.64,48.812269444958986,123.11111111111111,0.0,
261,184.64,94.22222222222223,94.22222222222223,0.0,
262,184.64,97.55555555555556,97.55555555555556,0.0,
263,184.64,88.38888888888889,88.38888888888889,0.0,
264,184.64,112.83333333333333,112.83333333333333,0.0,
265,184.63,46.33741944425695,120.61111111111111,0.0,
266,184.62,38.862569444060185,113.11111111111111,0.0,
267,184.61,98.88771944487397,173.11111111111111,0.0,
268,184.6,84.22,198.38888888888889,0.0,
269,184.59,73.66024166670265,147.83333333333331,0.0,
270,184.58,79.24094722206142,153.38888888888886,0.0,
271,184.57,72.04387499964248,146.16666666666669,0.0,
272,184.55,39.663200001726324,187.83333333333337,0.0,
273,184.53,20.319355554473674,168.38888888888889,0.0,
274,184.52,85.22518055573,159.2222222222222,0.0,
275,184.52,126.72222222222224,126.72222222222224,0.0,
276,184.5,1.3035888886475107,149.2222222222222,0.0,
277,184.49,72.24507500059475,146.16666666666669,0.0,
278,184.49,127.83333333333333,127.83333333333333,0.0,
279,184.47,85.62115555564944,233.38888888888889,0.0,
280,184.45,87.11064444425654,234.77777777777777,0.0,
281,184.44,52.92638055466121,126.72222222222224,0.0,
282,184.42,72.53932222338011,220.05555555555554,0.0,
283,184.41,71.05738611114229,144.7777777777778,0.0,
284,184.4,61.915869444278854,135.61111111111111,0.0,
285,184.39,86.10768611074874,159.77777777777777,0.0,
286,184.38,86.4106138893403,160.05555555555554,0.0,
287,184.36,18.118899999302016,165.33333333333334,0.0,
288,184.35,90.09717500137695,163.66666666666666,0.0,
289,184.33,29.936466665798605,176.99999999999997,0.0,
290,184.32,69.06151388866499,142.55555555555554,0.0,
291,184.31,77.41999722281211,150.88888888888889,0.0,
292,184.3,85.22292499938258,158.66666666666666,0.0,
293,184.29,78.58140833251916,152.0,0.0,
294,184.27,46.9082666684902,193.67,0.0,
295,184.26,91.15685833243414,164.5,0.0,
296,184.23,101.01036388854769,320.8888888888889,0.0,
297,184.21,38.87340000047294,185.33333333333334,0.0,
298,184.19,56.4739999996859,202.83333333333334,0.0,
299,184.18,88.85805833338644,162.00000000000003,0.0,
300,184.17,54.160986110967414,127.27777777777777,0.0,
301,184.16,77.24169166683147,150.33333333333331,0.0,
302,184.15,82.2668416666347,155.33333333333331,0.0,
303,184.13,63.44246666702304,209.5,0.0,
304,184.1,96.15788055511965,315.05555555555554,0.0,
305,184.08,43.69396666707652,189.50000000000003,0.0,
306,184.04,47.07862222219654,338.3888888888889,0.0,
307,184.03,83.67975277740578,156.44444444444446,0.0,
308,184.02,60.92712500044179,133.66666666666669,0.0,
309,184.0,7.985255554838261,153.38888888888889,0.0,
310,183.99,213.50257500035679,286.1666666666667,0.0,
311,183.96,-23.06359722182725,194.7777777777778,0.0,
312,183.95,11.380952776842207,83.94444444444444,0.0,
313,183.94,54.18388055644432,126.72222222222223,0.0,
314,183.94,72.55555555555556,72.55555555555556,0.0,
315,183.94,111.44444444444444,111.44444444444444,0.0,
316,183.94,77.27777777777777,77.27777777777777,0.0,
317,183.94,109.77777777777777,109.77777777777777,0.0,
318,183.92,-6.056788888712191,138.94444444444446,0.0,
319,183.91,82.3148861109043,154.77777777777777,0.0,
320,183.89,137.70522222222885,282.55555555555554,0.0,
321,183.86,67.13534722176695,284.2222222222222,0.0,
322,183.8,-0.38358888904866717,433.1111111111111,0.0,
323,183.77,62.81439722302298,279.22222222222223,0.0,
324,183.76,53.80324722159034,125.8888888888889,0.0,
325,183.74,43.459722222389246,187.55555555555554,0.0,
326,183.73,69.98980833362698,142.0,0.0,
327,183.72,110.29273611019744,182.27777777777777,0.0,
328,183.7,68.93870000111929,212.83333333333334,0.0,
329,183.69,104.25707500001185,176.16666666666666,0.0,
330,183.68,48.17111388870397,120.05555555555554,0.0,
331,183.66,-4.748988888838426,138.94444444444446,0.0,
332,183.65,37.41323055528565,109.22222222222224,0.0,
333,183.65,118.66666666666667,118.66666666666667,0.0,
334,183.64,36.049491666199984,107.83333333333333,0.0,
335,183.64,92.55555555555556,92.55555555555556,0.0,
336,183.63,41.907975001357656,113.66666666666667,0.0,
337,183.62,53.877569443584235,125.61111111111111,0.0,
338,183.62,109.7777777777778,109.7777777777778,0.0,
339,183.61,28.62494166662023,100.33333333333333,0.0,
340,183.6,66.9834250002621,138.66666666666669,0.0,
341,183.6,118.94444444444444,118.94444444444444,0.0,
342,183.59,54.786352776832544,126.44444444444444,0.0,
343,183.59,96.44444444444444,96.44444444444444,0.0,
344,183.58,93.14483611199022,164.77777777777777,0.0,
345,183.57,94.8366527769443,166.44444444444446,0.0,
346,183.55,19.693200000774397,162.83333333333334,0.0,
347,183.54,37.68988055564763,109.22222222222224,0.0,
348,183.53,76.0483638887842,147.55555555555557,0.0,
349,183.52,74.40684722192074,145.88888888888889,0.0,
350,183.51,85.26533055505729,156.7222222222222,0.0,
351,183.49,64.161666667101,207.0,0.0,
352,183.48,81.1741138888109,152.55555555555554,0.0,
353,183.47,108.14370833356384,179.49999999999997,0.0,
354,183.46,71.50219166670044,142.83333333333334,0.0,
355,183.44,0.8020555555380611,143.38888888888889,0.0,
356,183.42,21.458211110811845,163.94444444444446,0.0,
357,183.41,47.461275001071044,118.66666666666667,0.0,
358,183.4,32.20864722208596,103.38888888888889,0.0,
359,183.4,140.61111111111111,140.61111111111111,0.0,
360,183.39,58.344908333000305,129.5,0.0,
361,183.38,79.48116944441993,150.61111111111111,0.0,
362,183.37,67.00631944422317,138.11111111111111,0.0,
363,183.37,110.61111111111113,110.61111111111113,0.0,
364,183.36,74.53146944402643,145.61111111111114,0.0,
365,183.35,55.66773055544603,126.72222222222223,0.0,
366,183.34,50.13732500070425,121.16666666666667,0.0,
367,183.33,40.71803055606304,111.72222222222223,0.0,
368,183.32,57.965402777583236,128.94444444444446,0.0,
369,183.31,81.60166388849755,152.55555555555554,0.0,
370,183.3,83.01570277820026,153.94444444444446,0.0,
371,183.29,101.92974166588183,172.83333333333334,0.0,
372,183.27,37.768266668043594,179.5,0.0,
373,183.26,58.949636110241244,129.77777777777777,0.0,
374,183.24,22.363611111307478,163.94444444444446,0.0,
375,183.22,3.853099998904014,145.33333333333331,0.0,
376,183.21,80.74205277794518,151.44444444444443,0.0,
377,183.2,62.15609166764786,132.83333333333331,0.0,
378,183.18,113.49874444430074,254.77777777777777,0.0,
379,183.17,98.89820833321897,169.5,0.0,
380,183.15,17.260755554736534,158.38888888888889,0.0,
381,183.14,45.918102778083664,116.44444444444444,0.0,
382,183.13,45.10991944505885,115.61111111111111,0.0,
383,183.12,53.46840277769013,123.94444444444443,0.0,
384,183.11,25.16021944416005,95.61111111111111,0.0,
385,183.11,111.44444444444444,111.44444444444444,0.0,
386,183.1,28.240925000529387,98.66666666666667,0.0,
387,183.09,38.54385277709986,108.94444444444444,0.0,
388,183.09,102.55555555555556,102.55555555555556,0.0,
389,183.09,108.66666666666669,108.66666666666669,0.0,
390,183.09,121.44444444444444,121.44444444444444,0.0,
391,183.08,62.18011388902474,132.55555555555554,0.0,
392,183.07,79.14970833276716,149.5,0.0,
393,183.05,0.5415333346423665,141.16666666666669,0.0,
394,183.04,68.94738055490437,139.22222222222223,0.0,
395,183.03,89.80586388905147,160.05555555555554,0.0,
396,183.02,49.275458333299156,119.5,0.0,
397,183.01,54.02283055481935,124.22222222222223,0.0,
398,183.0,90.15909166674425,160.33333333333334,0.0,
399,182.98,11.171411112191805,151.44444444444446,0.0,
400,182.96,143.77201111089943,283.9444444444444,0.0,
401,182.95,49.451508333437644,119.5,0.0,
402,182.92,98.94986944307152,308.94444444444446,0.0,
403,182.9,50.740477779247186,190.61111111111114,0.0,
404,182.88,10.563299999671756,150.33333333333331,0.0,
405,182.87,68.81937499954076,138.66666666666669,0.0,
406,182.86,50.5111916665159,120.33333333333331,0.0,
407,182.85,54.7030083329858,124.49999999999999,0.0,
408,182.84,85.2837138903657,155.05555555555554,0.0,
409,182.83,88.64219722198645,158.38888888888889,0.0,
410,182.82,89.77845833290081,159.5,0.0,
411,182.8,29.021255555616023,168.38888888888889,0.0,
412,182.79,69.57613055503802,139.22222222222223,0.0,
413,182.77,50.5610444443349,189.77777777777777,0.0,
414,182.76,105.20713611202437,174.77777777777777,0.0,
415,182.74,26.26750000022571,165.33333333333334,0.0,
416,182.73,113.33814166648438,182.83333333333334,0.0,
417,182.72,45.863291666287594,115.33333333333333,0.0,
418,182.7,15.357588889056302,154.22222222222223,0.0,
419,182.69,31.21651944398036,100.61111111111111,0.0,
420,182.68,42.63055833368304,112.0,0.0,
421,182.67,75.15570833298099,144.5,0.0,
422,182.66,66.56974722268367,135.88888888888889,0.0,
423,182.65,39.9282305548097,109.22222222222223,0.0,
424,182.64,89.67560277835099,158.94444444444446,0.0,
425,182.63,41.64519722158812,110.8888888888889,0.0,
426,182.61,25.532511111778973,163.94444444444446,0.0,
427,182.59,10.35533333270888,148.66666666666669,0.0,
428,182.58,70.65983611151427,139.77777777777777,0.0,
429,182.57,92.35165277747892,161.44444444444446,0.0,
430,182.56,100.98791388839324,170.05555555555554,0.0,
431,182.54,3.662388889833693,141.72222222222223,0.0,
432,182.52,42.09632222288522,180.05555555555554,0.0,
433,182.5,22.75247777664319,160.61111111111111,0.0,
434,182.49,44.219519444592564,113.11111111111111,0.0,
435,182.48,64.24466944490108,133.11111111111111,0.0,
436,182.48,128.66666666666669,128.66666666666669,0.0,
437,182.47,42.047597222482096,110.8888888888889,0.0,
438,182.46,92.07274722228532,160.88888888888889,0.0,
439,182.44,112.22094444398033,249.77777777777777,0.0,
440,182.4,-10.311866666419121,264.5,0.0,
441,182.37,42.26628611112554,248.11111111111111,0.0,
442,182.35,96.00697777730886,233.11111111111111,0.0,
443,182.33,9.163133333593208,146.16666666666669,0.0,
444,182.32,47.14706944478449,115.61111111111111,0.0,
445,182.31,77.72777499963803,146.16666666666669,0.0,
446,182.3,109.97514722166346,178.38888888888889,0.0,
447,182.28,27.192411111929715,163.94444444444446,0.0,
448,182.26,30.34856666619291,167.0,0.0,
449,182.25,94.54534166714521,162.83333333333334,0.0,
450,182.23,32.7216888882451,169.22222222222223,0.0,
451,182.21,28.100066666751644,164.5,0.0,
452,182.19,16.256222223035962,152.55555555555554,0.0,
453,182.17,61.91237777729921,198.11111111111111,0.0,
454,182.16,72.27169166638485,140.33333333333331,0.0,
455,182.15,74.79684166719866,142.83333333333334,0.0,
456,182.14,73.71088055437497,141.72222222222223,0.0,
457,182.13,31.5138083334718,99.5,0.0,
458,182.12,45.42784722317447,113.38888888888889,0.0,
459,182.12,97.27777777777777,97.27777777777777,0.0,
460,182.11,81.84188611186661,149.7777777777778,0.0,
461,182.09,32.314777776677346,168.11111111111111,0.0,
462,182.06,39.60523611051116,243.11111111111114,0.0,
463,182.04,128.67738888935781,264.2222222222223,0.5,
464,182.01,71.92693055554102,275.05555555555554,0.0,
465,181.97,48.45837777854064,318.94444444444446,0.0,
466,181.91,-6.585711112585443,398.3888888888889,0.0,
467,181.85,-9.569199998957629,394.5,0.0,
468,181.83,66.12257777857226,200.61111111111114,0.0,
469,181.8,95.73360277698845,297.27777777777777,0.0,
470,181.77,54.85217499946086,256.16999999999996,0.0,
471,181.73,-0.7916666666032484,267.28,0.0,
472,181.71,99.78506666678098,233.67,0.0,
473,181.69,86.54566666750975,220.33,0.0,
474,181.65,37.79313333265833,305.06,0.0,
475,181.61,41.8055333340576,308.67,0.0,
476,181.58,61.8357249998667,261.72,0.0,
477,181.54,-2.493599999732453,263.66666666666663,0.0,
478,181.51,15.973874998766291,215.33,0.2,
479,181.5,123.92825833370755,190.33,0.0,
480,181.49,67.29340833300552,133.67000000000002,,
481,181.48,99.53855833280872,165.89,,
482,181.46,-8.687433331435898,123.94,,
483,181.45,56.279563887774,122.55555555555556,,
484,181.45,132.27777777777777,132.27777777777777,,
485,181.41,10.757533333474726,275.61,,
486,181.38,100.2913916663488,298.66666666666663,,
487,181.34,78.12951111079587,342.27777777777777,,
488,181.3,60.47635555613431,324.22222222222223,0.2,
489,181.24,8.52458888915936,403.3888888888888,,
490,181.19,36.41581944456419,364.7777777777777,,
491,181.17,31.109044444529786,162.27777777777777,,
492,181.15,45.09853333313691,176.16666666666666,,
493,181.14,135.67032499935402,201.16666666666669,,
494,181.11,1.4952083347622533,197.83333333333334,,
495,181.1,72.99314722179972,138.38888888888889,,
496,181.08,47.39507777735301,178.1111111111111,,
497,181.06,9.71789999929345,140.33333333333331,,
498,181.05,144.78556388849307,210.05555555555551,,
499,181.04,80.64404722365082,145.8888888888889,,
500,181.01,-43.58362500043182,152.0,,
501,181.0,120.74464722185319,185.88888888888889,,
502,180.98,47.342522221904375,177.55555555555554,,
503,180.96,60.49867777869403,190.61111111111114,,
504,180.95,50.703730555213255,115.72222222222223,0.0,
505,180.95,123.77777777777777,123.77777777777777,0.2,
506,180.93,-6.1837555553146615,123.77777777777777,0.6,
507,180.93,107.94444444444446,107.94444444444446,0.6,
508,180.92,62.51,85.44444444444446,0.6,
509,180.91,48.02655277715368,112.94444444444444,0.5,
510,180.91,114.88888888888889,114.88888888888889,0.8,
511,180.91,108.7777777777778,108.7777777777778,0.2,
512,180.9,77.4961472234225,142.3888888888889,0.0,
513,180.89,77.52129722221515,142.38888888888889,0.0,
514,180.87,39.67359999990086,169.33333333333334,0.0,
515,180.85,66.44086666578045,196.0,0.0,
516,180.83,15.70813333368119,145.16666666666669,0.0,
517,180.81,35.25317777834911,164.61111111111111,0.0,
518,180.81,147.66666666666669,147.66666666666669,0.0,
519,180.79,67.29822222200647,196.55555555555554,2.0,
520,180.77,86.5654888883914,215.72222222222223,0.0,
521,180.75,81.11053333406986,210.16666666666666,0.0,
522,180.73,133.15557777772725,262.1111111111111,0.0,
523,180.7,25.81088055450931,219.05555555555554,0.0,
524,180.68,75.62930000151877,204.33333333333334,0.0,
525,180.66,112.95212222143809,241.55555555555554,0.0,
526,180.66,238.5,238.5,0.0,
527,180.59,-114.98645833318085,334.3333333333333,0.0,
528,180.54,55.25623611145261,375.44444444444446,0.0,
529,180.5,9.191022221480068,264.8888888888889,0.0,
530,180.49,61.860630555762334,125.72222222222223,0.2,
531,180.48,76.33022499950475,140.16666666666669,0.0,
532,180.46,32.847011112561944,160.44444444444446,0.0,
533,180.44,52.11427777692573,179.61111111111111,0.0,
534,180.43,82.28930833337007,146.0,0.0,
535,180.42,59.25890277711246,122.94444444444443,0.0,
536,180.41,74.83960833348182,138.5,0.0,
537,180.4,90.69809166712365,154.33333333333331,0.0,
