Date,Year,Time,Elevation_m,Volume_mcm,Inflow_cms,Outflow_cms,AvgRainFall_mm
8 Jan,2022,01:00,185.32,579.1856365,122.5,122.5,0
8 Jan,2022,02:00,185.31,578.9120945,43.73833056,119.7222222,0
8 Jan,2022,03:00,185.31,578.9120945,108.8888889,108.8888889,0
8 Jan,2022,04:00,185.31,578.9120945,98.88888889,98.88888889,0
8 Jan,2022,05:00,185.31,578.9120945,94.72222222,94.72222222,0
8 Jan,2022,06:00,185.31,578.9120945,135.8333333,135.8333333,0
8 Jan,2022,07:00,185.3,578.638643,55.15236944,131.1111111,0
8 Jan,2022,08:00,185.29,578.3652821,141.5664083,217.5,0
8 Jan,2022,09:00,185.28,578.0920117,112.7026694,188.6111111,0
8 Jan,2022,10:00,185.27,577.8188318,53.56115278,129.4444444,0
8 Jan,2022,11:00,185.26,577.5457425,67.47519167,143.3333333,0
8 Jan,2022,12:00 NN,185.25,577.2727437,100.5558972,176.3888889,0
8 Jan,2022,13:00,185.25,577.2727437,118.6111111,118.6111111,0
8 Jan,2022,14:00,185.23,576.7270178,20.13168889,171.7222222,0
8 Jan,2022,15:00,185.22,576.4542907,98.46245833,174.22,0
8 Jan,2022,16:00,185.21,576.1816541,97.93760833,173.67,0
8 Jan,2022,17:00,185.2,575.909108,72.12275833,147.83,0
8 Jan,2022,18:00,185.19,575.6366525,63.53790833,139.22,0
8 Jan,2022,19:00,185.18,575.3642875,92.17305833,167.83,0
8 Jan,2022,20:00,185.18,575.3642875,126.17,126.17,0
8 Jan,2022,21:00,185.17,575.092013,99.42820833,175.06,0
8 Jan,2022,22:00,185.16,574.8198291,16.39335833,92,0
8 Jan,2022,23:00,185.15,574.5477357,73.91850833,149.5,0
8 Jan,2022,12:00 MN,185.15,574.5477357,101.72,101.72,0
9 Jan,2022,01:00,185.14,574.2757329,46.16588056,121.7222222,0
9 Jan,2022,02:00,185.14,574.2757329,122.5555556,122.5555556,0
9 Jan,2022,03:00,185.13,574.0038206,73.96880833,149.5,0
9 Jan,2022,04:00,185.12,573.7319989,43.99395833,119.5,0
9 Jan,2022,05:00,185.11,573.4602677,31.79688611,107.2777778,0
9 Jan,2022,06:00,185.1,573.188627,55.43314722,130.8888889,0
9 Jan,2022,07:00,185.11,573.4602677,187.7335194,112.2777778,0
9 Jan,2022,08:00,185.1,573.188627,149.8775917,225.3333333,0
9 Jan,2022,09:00,185.09,572.9170769,97.45829722,172.8888889,0
9 Jan,2022,10:00,185.08,572.6456173,74.15011389,149.5555556,0
9 Jan,2022,11:00,185.06,572.1029697,64.37567778,215.1111111,0
9 Jan,2022,12:00 NN,185.05,571.8317817,142.5588972,217.8888889,0
9 Jan,2022,13:00,185.04,571.5606843,110.9173806,186.2222222,0
9 Jan,2022,14:00,185.02,571.0187611,44.02132222,194.5555556,0
9 Jan,2022,15:00,185,570.4772,81.8997,232.3333333,0
9 Jan,2022,16:00,184.99,570.2065553,93.26535278,168.4444444,0
9 Jan,2022,17:00,184.97,569.6655374,23.43948889,173.7222222,0
9 Jan,2022,18:00,184.96,569.3951643,65.00746944,140.1111111,0
9 Jan,2022,19:00,184.95,569.1248817,132.8103972,207.8888889,0
9 Jan,2022,20:00,184.94,568.8546897,90.89110278,165.9444444,0
9 Jan,2022,21:00,184.92,568.3145773,86.62,133.7222222,0
9 Jan,2022,22:00,184.92,568.3145773,94.83333333,94.83333333,0
9 Jan,2022,23:00,184.92,568.3145773,124.5555556,124.5555556,0
9 Jan,2022,12:00 MN,184.91,568.0446569,70.688775,145.6666667,0
10 Jan,2022,01:00,184.9,567.774827,23.49170278,98.44444444,0
10 Jan,2022,02:00,184.9,567.774827,86.5,86.5,0
10 Jan,2022,03:00,184.9,567.774827,74.27777778,74.27777778,0
10 Jan,2022,04:00,184.9,567.774827,75.66666667,75.66666667,0
10 Jan,2022,05:00,184.9,567.774827,81.77777778,81.77777778,0
10 Jan,2022,06:00,184.91,568.0446569,160.8971861,85.94444444,0
10 Jan,2022,07:00,184.9,567.774827,60.43614722,135.3888889,0
10 Jan,2022,08:00,184.9,567.774827,125.6666667,125.6666667,0
10 Jan,2022,09:00,184.89,567.5050877,114.0724083,189,0
10 Jan,2022,10:00,184.89,567.5050877,165.8888889,165.8888889,0
10 Jan,2022,11:00,184.87,566.9658806,49.49804444,199.2777778,0
10 Jan,2022,12:00 NN,184.86,566.6964129,65.814525,140.6666667,0
10 Jan,2022,13:00,184.85,566.4270357,79.17300833,154,0
10 Jan,2022,14:00,184.83,565.888553,144.1436889,293.7222222,0
10 Jan,2022,15:00,184.78,564.5439307,12.71601389,386.2222222,0
10 Jan,2022,16:00,184.74,563.4698625,66.75884444,365.1111111,0
10 Jan,2022,17:00,184.73,563.2015718,60.58591944,135.1111111,0
10 Jan,2022,18:00,184.72,562.9333717,65.61106944,140.1111111,0
10 Jan,2022,19:00,184.71,562.6652621,80.35844167,154.8333333,0
10 Jan,2022,20:00,184.71,562.6652621,104.2777778,104.2777778,0
10 Jan,2022,21:00,184.71,562.6652621,131.7777778,131.7777778,0
10 Jan,2022,22:00,184.71,562.6652621,110.3888889,110.3888889,0
10 Jan,2022,23:00,184.7,562.397243,23.99470278,98.44444444,0
10 Jan,2022,12:00 MN,184.69,562.1293145,52.90874167,127.3333333,0
11 Jan,2022,01:00,184.69,562.1293145,64.27777778,64.27777778,0
11 Jan,2022,02:00,184.69,562.1293145,66.5,66.5,0
11 Jan,2022,03:00,184.7,562.397243,137.0357028,62.61111111,0
11 Jan,2022,04:00,184.7,562.397243,83.72222222,83.72222222,0
11 Jan,2022,05:00,184.7,562.397243,95.94444444,95.94444444,0
11 Jan,2022,06:00,184.7,562.397243,85.38888889,85.38888889,0
11 Jan,2022,07:00,184.7,562.397243,67.61111111,67.61111111,0
11 Jan,2022,08:00,184.7,562.397243,88.44444444,88.44444444,0
11 Jan,2022,09:00,184.69,562.1293145,9.519852777,83.94444444,0
11 Jan,2022,10:00,184.69,562.1293145,94.77777778,94.77777778,0
11 Jan,2022,11:00,184.69,562.1293145,109.7777778,109.7777778,0
11 Jan,2022,12:00 NN,184.69,562.1293145,99.77777778,99.77777778,0
11 Jan,2022,13:00,184.68,561.8614765,36.48944722,110.8888889,0
11 Jan,2022,14:00,184.68,561.8614765,83.38888889,83.38888889,0
11 Jan,2022,15:00,184.67,561.593729,27.90348611,102.2777778,0
11 Jan,2022,16:00,184.66,561.3260721,32.37308056,106.7222222,0
11 Jan,2022,17:00,184.66,561.3260721,82.83333333,82.83333333,0
11 Jan,2022,18:00,184.66,561.3260721,100.6111111,100.6111111,0
11 Jan,2022,19:00,184.65,561.0585057,55.17600833,129.5,0
11 Jan,2022,20:00,184.65,561.0585057,118.3888889,118.3888889,0
11 Jan,2022,21:00,184.64,560.7910299,48.81226944,123.1111111,0
11 Jan,2022,22:00,184.64,560.7910299,94.22222222,94.22222222,0
11 Jan,2022,23:00,184.64,560.7910299,97.55555556,97.55555556,0
11 Jan,2022,12:00 MN,184.64,560.7910299,88.38888889,88.38888889,0
12 Jan,2022,01:00,184.64,560.7910299,112.8333333,112.8333333,0
12 Jan,2022,02:00,184.63,560.5236446,46.33741944,120.6111111,0
12 Jan,2022,03:00,184.62,560.2563499,38.86256944,113.1111111,0
12 Jan,2022,04:00,184.61,559.9891457,98.88771944,173.1111111,0
12 Jan,2022,05:00,184.6,559.722032,84.22,198.3888889,0
12 Jan,2022,06:00,184.59,559.4550089,73.66024167,147.8333333,0
12 Jan,2022,07:00,184.58,559.1880763,79.24094722,153.3888889,0
12 Jan,2022,08:00,184.57,558.9212342,72.043875,146.1666667,0
12 Jan,2022,09:00,184.55,558.3878218,39.6632,187.8333333,0
12 Jan,2022,10:00,184.53,557.8547714,20.31935555,168.3888889,0
12 Jan,2022,11:00,184.52,557.5883821,85.22518056,159.2222222,0
12 Jan,2022,12:00 NN,184.52,557.5883821,126.7222222,126.7222222,0
12 Jan,2022,13:00,184.5,557.055875,1.303588889,149.2222222,0
12 Jan,2022,14:00,184.49,556.7897573,72.245075,146.1666667,0
12 Jan,2022,15:00,184.49,556.7897573,127.8333333,127.8333333,0
12 Jan,2022,16:00,184.47,556.2577934,85.62115556,233.3888889,0
12 Jan,2022,17:00,184.45,555.7261917,87.11064444,234.7777778,0
12 Jan,2022,18:00,184.44,555.4605267,52.92638055,126.7222222,0
12 Jan,2022,19:00,184.42,554.9294683,72.53932222,220.0555556,0
12 Jan,2022,20:00,184.41,554.6640749,71.05738611,144.7777778,0
12 Jan,2022,21:00,184.4,554.398772,61.91586944,135.6111111,0
12 Jan,2022,22:00,184.39,554.1335597,86.10768611,159.7777778,0
12 Jan,2022,23:00,184.38,553.8684379,86.41061389,160.0555556,0
12 Jan,2022,12:00 MN,184.36,553.3384659,18.1189,165.3333333,0
13 Jan,2022,01:00,184.35,553.0736158,90.097175,163.6666667,0
13 Jan,2022,02:00,184.33,552.544187,29.93646667,177,0
13 Jan,2022,03:00,184.32,552.2796085,69.06151389,142.5555556,0
13 Jan,2022,04:00,184.31,552.0151205,77.41999722,150.8888889,0
13 Jan,2022,05:00,184.3,551.750723,85.222925,158.6666667,0
13 Jan,2022,06:00,184.29,551.4864161,78.58140833,152,0
13 Jan,2022,07:00,184.27,550.9580738,46.90826667,193.67,0
13 Jan,2022,08:00,184.26,550.6940385,91.15685833,164.5,0
13 Jan,2022,09:00,184.23,549.9024758,101.0103639,320.8888889,0
13 Jan,2022,10:00,184.21,549.3752201,38.8734,185.3333333,0
13 Jan,2022,11:00,184.19,548.8483265,56.474,202.8333333,0
13 Jan,2022,12:00 NN,184.18,548.5850155,88.85805833,162,0
13 Jan,2022,13:00,184.17,548.321795,54.16098611,127.2777778,0
13 Jan,2022,14:00,184.16,548.0586651,77.24169167,150.3333333,0
13 Jan,2022,15:00,184.15,547.7956257,82.26684167,155.3333333,0
13 Jan,2022,16:00,184.13,547.2698186,63.44246667,209.5,0
13 Jan,2022,17:00,184.1,546.481787,96.15788056,315.0555556,0
13 Jan,2022,18:00,184.08,545.9568853,43.69396667,189.5,0
13 Jan,2022,19:00,184.04,544.9081683,47.07862222,338.3888889,0
13 Jan,2022,20:00,184.03,544.6462154,83.67975278,156.4444444,0
13 Jan,2022,21:00,184.02,544.3843531,60.927125,133.6666667,0
13 Jan,2022,22:00,184,543.8609,7.985255555,153.3888889,0
13 Jan,2022,23:00,183.99,543.5993093,213.502575,286.1666667,0
13 Jan,2022,12:00 MN,183.96,542.8150803,-23.06359722,194.7777778,0
14 Jan,2022,01:00,183.95,542.5538517,11.38095278,83.94444444,0
14 Jan,2022,02:00,183.94,542.2927137,54.18388056,126.7222222,0
14 Jan,2022,03:00,183.94,542.2927137,72.55555556,72.55555556,0
14 Jan,2022,04:00,183.94,542.2927137,111.4444444,111.4444444,0.142857143
14 Jan,2022,05:00,183.94,542.2927137,77.27777778,77.27777778,0.057142857
14 Jan,2022,06:00,183.94,542.2927137,109.7777778,109.7777778,0
14 Jan,2022,07:00,183.92,541.7707093,-6.056788889,138.9444444,0
14 Jan,2022,08:00,183.91,541.5098429,82.31488611,154.7777778,0
14 Jan,2022,09:00,183.89,540.9883817,137.7052222,282.5555556,0
14 Jan,2022,10:00,183.86,540.2068689,67.13534722,284.2222222,0
14 Jan,2022,11:00,183.8,538.646288,-0.383588889,433.1111111,0.028571429
14 Jan,2022,12:00 NN,183.77,537.8672198,62.81439722,279.2222222,0
14 Jan,2022,13:00,183.76,537.6077115,53.80324722,125.8888889,0
14 Jan,2022,14:00,183.74,537.0889665,43.45972222,187.5555556,0
14 Jan,2022,15:00,183.73,536.8297298,69.98980833,142,0
14 Jan,2022,16:00,183.72,536.5705837,110.2927361,182.2777778,0
14 Jan,2022,17:00,183.7,536.052563,68.9387,212.8333333,0
14 Jan,2022,18:00,183.69,535.7936885,104.257075,176.1666667,0
14 Jan,2022,19:00,183.68,535.5349045,48.17111389,120.0555556,0.028571429
14 Jan,2022,20:00,183.66,535.0176081,-4.748988889,138.9444444,0
14 Jan,2022,21:00,183.65,534.7590957,37.41323056,109.2222222,0
14 Jan,2022,22:00,183.65,534.7590957,118.6666667,118.6666667,0
14 Jan,2022,23:00,183.64,534.5006739,36.04949167,107.8333333,0
14 Jan,2022,12:00 MN,183.64,534.5006739,92.55555556,92.55555556,0
15 Jan,2022,01:00,183.63,534.2423426,41.907975,113.6666667,0
15 Jan,2022,02:00,183.62,533.9841019,53.87756944,125.6111111,0
15 Jan,2022,03:00,183.62,533.9841019,109.7777778,109.7777778,0
15 Jan,2022,04:00,183.61,533.7259517,28.62494167,100.3333333,0
15 Jan,2022,05:00,183.6,533.467892,66.983425,138.6666667,0
15 Jan,2022,06:00,183.6,533.467892,118.9444444,118.9444444,0
15 Jan,2022,07:00,183.59,533.2099229,54.78635278,126.4444444,0
15 Jan,2022,08:00,183.59,533.2099229,96.44444444,96.44444444,0
15 Jan,2022,09:00,183.58,532.9520443,93.14483611,164.7777778,0
15 Jan,2022,10:00,183.57,532.6942562,94.83665278,166.4444444,0
15 Jan,2022,11:00,183.55,532.1789517,19.6932,162.8333333,0
15 Jan,2022,12:00 NN,183.54,531.9214353,37.68988056,109.2222222,0.057142857
15 Jan,2022,13:00,183.53,531.6640094,76.04836389,147.5555556,0
15 Jan,2022,14:00,183.52,531.4066741,74.40684722,145.8888889,0.028571429
15 Jan,2022,15:00,183.51,531.1494293,85.26533056,156.7222222,0
15 Jan,2022,16:00,183.49,530.6352113,64.16166667,207,0
15 Jan,2022,17:00,183.48,530.3782381,81.17411389,152.5555556,0
15 Jan,2022,18:00,183.47,530.1213554,108.1437083,179.5,0
15 Jan,2022,19:00,183.46,529.8645633,71.50219167,142.8333333,0
15 Jan,2022,20:00,183.44,529.3512507,0.802055556,143.3888889,0
15 Jan,2022,21:00,183.42,528.8383003,21.45821111,163.9444444,0
15 Jan,2022,22:00,183.41,528.5819609,47.461275,118.6666667,0
15 Jan,2022,23:00,183.4,528.325712,32.20864722,103.3888889,0
15 Jan,2022,12:00 MN,183.4,528.325712,140.6111111,140.6111111,0
16 Jan,2022,01:00,183.39,528.0695537,58.34490833,129.5,0
16 Jan,2022,02:00,183.38,527.8134859,79.48116944,150.6111111,0
16 Jan,2022,03:00,183.37,527.5575086,67.00631944,138.1111111,0
16 Jan,2022,04:00,183.37,527.5575086,110.6111111,110.6111111,0
16 Jan,2022,05:00,183.36,527.3016219,74.53146944,145.6111111,0
16 Jan,2022,06:00,183.35,527.0458257,55.66773056,126.7222222,0
16 Jan,2022,07:00,183.34,526.7901201,50.137325,121.1666667,0
16 Jan,2022,08:00,183.33,526.534505,40.71803056,111.7222222,0
16 Jan,2022,09:00,183.32,526.2789805,57.96540278,128.9444444,0
16 Jan,2022,10:00,183.31,526.0235465,81.60166389,152.5555556,0
16 Jan,2022,11:00,183.3,525.768203,83.01570278,153.9444444,0
16 Jan,2022,12:00 NN,183.29,525.5129501,101.9297417,172.8333333,0
16 Jan,2022,13:00,183.27,525.0027158,37.76826667,179.5,0
16 Jan,2022,14:00,183.26,524.7477345,58.94963611,129.7777778,0
16 Jan,2022,15:00,183.24,524.2380435,22.36361111,163.9444444,0
16 Jan,2022,16:00,183.22,523.7287147,3.853099999,145.3333333,0
16 Jan,2022,17:00,183.21,523.4741861,80.74205278,151.4444444,0
16 Jan,2022,18:00,183.2,523.219748,62.15609167,132.8333333,0
16 Jan,2022,19:00,183.18,522.7111435,113.4987444,254.7777778,0
